id,le_hoi,le_hoi_en,nam,ngay_duong,thu,loai_ngay,ngay_am,ngay_nghi,nguon,ghi_chu
ngay-sach-va-van-hoa-doc-viet-nam-2026,Ngày Sách và Văn hóa đọc Việt Nam,Vietnam Book and Reading Culture Day,2026,2026-04-21,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-sach-va-van-hoa-doc-viet-nam-2027,Ngày Sách và Văn hóa đọc Việt Nam,Vietnam Book and Reading Culture Day,2027,2027-04-21,thứ Tư,solar,,khong,bien-tap va tinh-toan,
ngay-sach-va-van-hoa-doc-viet-nam-2028,Ngày Sách và Văn hóa đọc Việt Nam,Vietnam Book and Reading Culture Day,2028,2028-04-21,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
ngay-sach-va-van-hoa-doc-viet-nam-2029,Ngày Sách và Văn hóa đọc Việt Nam,Vietnam Book and Reading Culture Day,2029,2029-04-21,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-sach-va-van-hoa-doc-viet-nam-2030,Ngày Sách và Văn hóa đọc Việt Nam,Vietnam Book and Reading Culture Day,2030,2030-04-21,Chủ Nhật,solar,,khong,bien-tap va tinh-toan,
ngay-sinh-chu-tich-ho-chi-minh-2026,Ngày sinh Chủ tịch Hồ Chí Minh,Ho Chi Minh's Birthday,2026,2026-05-19,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-sinh-chu-tich-ho-chi-minh-2027,Ngày sinh Chủ tịch Hồ Chí Minh,Ho Chi Minh's Birthday,2027,2027-05-19,thứ Tư,solar,,khong,bien-tap va tinh-toan,
ngay-sinh-chu-tich-ho-chi-minh-2028,Ngày sinh Chủ tịch Hồ Chí Minh,Ho Chi Minh's Birthday,2028,2028-05-19,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
ngay-sinh-chu-tich-ho-chi-minh-2029,Ngày sinh Chủ tịch Hồ Chí Minh,Ho Chi Minh's Birthday,2029,2029-05-19,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-sinh-chu-tich-ho-chi-minh-2030,Ngày sinh Chủ tịch Hồ Chí Minh,Ho Chi Minh's Birthday,2030,2030-05-19,Chủ Nhật,solar,,khong,bien-tap va tinh-toan,
ngay-thanh-lap-dang-cong-san-viet-nam-2026,Ngày thành lập Đảng Cộng sản Việt Nam,Founding Anniversary of the Communist Party of Vietnam,2026,2026-02-03,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-thanh-lap-dang-cong-san-viet-nam-2027,Ngày thành lập Đảng Cộng sản Việt Nam,Founding Anniversary of the Communist Party of Vietnam,2027,2027-02-03,thứ Tư,solar,,khong,bien-tap va tinh-toan,
ngay-thanh-lap-dang-cong-san-viet-nam-2028,Ngày thành lập Đảng Cộng sản Việt Nam,Founding Anniversary of the Communist Party of Vietnam,2028,2028-02-03,thứ Năm,solar,,khong,bien-tap va tinh-toan,
ngay-thanh-lap-dang-cong-san-viet-nam-2029,Ngày thành lập Đảng Cộng sản Việt Nam,Founding Anniversary of the Communist Party of Vietnam,2029,2029-02-03,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-thanh-lap-dang-cong-san-viet-nam-2030,Ngày thành lập Đảng Cộng sản Việt Nam,Founding Anniversary of the Communist Party of Vietnam,2030,2030-02-03,Chủ Nhật,solar,,khong,bien-tap va tinh-toan,
ngay-thanh-lap-doan-tncs-ho-chi-minh-2026,Ngày thành lập Đoàn TNCS Hồ Chí Minh,Ho Chi Minh Communist Youth Union Founding Day,2026,2026-03-26,thứ Năm,solar,,khong,bien-tap va tinh-toan,
ngay-thanh-lap-doan-tncs-ho-chi-minh-2027,Ngày thành lập Đoàn TNCS Hồ Chí Minh,Ho Chi Minh Communist Youth Union Founding Day,2027,2027-03-26,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
ngay-thanh-lap-doan-tncs-ho-chi-minh-2028,Ngày thành lập Đoàn TNCS Hồ Chí Minh,Ho Chi Minh Communist Youth Union Founding Day,2028,2028-03-26,Chủ Nhật,solar,,khong,bien-tap va tinh-toan,
ngay-thanh-lap-doan-tncs-ho-chi-minh-2029,Ngày thành lập Đoàn TNCS Hồ Chí Minh,Ho Chi Minh Communist Youth Union Founding Day,2029,2029-03-26,thứ Hai,solar,,khong,bien-tap va tinh-toan,
ngay-thanh-lap-doan-tncs-ho-chi-minh-2030,Ngày thành lập Đoàn TNCS Hồ Chí Minh,Ho Chi Minh Communist Youth Union Founding Day,2030,2030-03-26,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-thanh-lap-quan-doi-nhan-dan-viet-nam-2026,Ngày thành lập Quân đội Nhân dân Việt Nam,Vietnam People's Army Founding Day,2026,2026-12-22,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-thanh-lap-quan-doi-nhan-dan-viet-nam-2027,Ngày thành lập Quân đội Nhân dân Việt Nam,Vietnam People's Army Founding Day,2027,2027-12-22,thứ Tư,solar,,khong,bien-tap va tinh-toan,
ngay-thanh-lap-quan-doi-nhan-dan-viet-nam-2028,Ngày thành lập Quân đội Nhân dân Việt Nam,Vietnam People's Army Founding Day,2028,2028-12-22,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
ngay-thanh-lap-quan-doi-nhan-dan-viet-nam-2029,Ngày thành lập Quân đội Nhân dân Việt Nam,Vietnam People's Army Founding Day,2029,2029-12-22,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-thanh-lap-quan-doi-nhan-dan-viet-nam-2030,Ngày thành lập Quân đội Nhân dân Việt Nam,Vietnam People's Army Founding Day,2030,2030-12-22,Chủ Nhật,solar,,khong,bien-tap va tinh-toan,
ngay-thay-thuoc-viet-nam-2026,Ngày Thầy thuốc Việt Nam,Vietnamese Physicians' Day,2026,2026-02-27,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
ngay-thay-thuoc-viet-nam-2027,Ngày Thầy thuốc Việt Nam,Vietnamese Physicians' Day,2027,2027-02-27,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-thay-thuoc-viet-nam-2028,Ngày Thầy thuốc Việt Nam,Vietnamese Physicians' Day,2028,2028-02-27,Chủ Nhật,solar,,khong,bien-tap va tinh-toan,
ngay-thay-thuoc-viet-nam-2029,Ngày Thầy thuốc Việt Nam,Vietnamese Physicians' Day,2029,2029-02-27,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-thay-thuoc-viet-nam-2030,Ngày Thầy thuốc Việt Nam,Vietnamese Physicians' Day,2030,2030-02-27,thứ Tư,solar,,khong,bien-tap va tinh-toan,
ngay-thuong-binh-liet-si-2026,Ngày Thương binh Liệt sĩ,War Invalids and Martyrs' Day,2026,2026-07-27,thứ Hai,solar,,khong,bien-tap va tinh-toan,
ngay-thuong-binh-liet-si-2027,Ngày Thương binh Liệt sĩ,War Invalids and Martyrs' Day,2027,2027-07-27,thứ Ba,solar,,khong,bien-tap va tinh-toan,
ngay-thuong-binh-liet-si-2028,Ngày Thương binh Liệt sĩ,War Invalids and Martyrs' Day,2028,2028-07-27,thứ Năm,solar,,khong,bien-tap va tinh-toan,
ngay-thuong-binh-liet-si-2029,Ngày Thương binh Liệt sĩ,War Invalids and Martyrs' Day,2029,2029-07-27,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
ngay-thuong-binh-liet-si-2030,Ngày Thương binh Liệt sĩ,War Invalids and Martyrs' Day,2030,2030-07-27,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
ngay-van-hoa-viet-nam-2026,Ngày Văn hóa Việt Nam,Vietnam Culture Day,2026,2026-11-24,thứ Ba,solar,,co,bien-tap va tinh-toan,
ngay-van-hoa-viet-nam-2027,Ngày Văn hóa Việt Nam,Vietnam Culture Day,2027,2027-11-24,thứ Tư,solar,,co,bien-tap va tinh-toan,
ngay-van-hoa-viet-nam-2028,Ngày Văn hóa Việt Nam,Vietnam Culture Day,2028,2028-11-24,thứ Sáu,solar,,co,bien-tap va tinh-toan,
ngay-van-hoa-viet-nam-2029,Ngày Văn hóa Việt Nam,Vietnam Culture Day,2029,2029-11-24,thứ Bảy,solar,,co,bien-tap va tinh-toan,
ngay-van-hoa-viet-nam-2030,Ngày Văn hóa Việt Nam,Vietnam Culture Day,2030,2030-11-24,Chủ Nhật,solar,,co,bien-tap va tinh-toan,
quoc-khanh-2026,Quốc khánh,National Day,2026,2026-09-02,thứ Tư,solar,,co,bien-tap va tinh-toan,
quoc-khanh-2027,Quốc khánh,National Day,2027,2027-09-02,thứ Năm,solar,,co,bien-tap va tinh-toan,
quoc-khanh-2028,Quốc khánh,National Day,2028,2028-09-02,thứ Bảy,solar,,co,bien-tap va tinh-toan,
quoc-khanh-2029,Quốc khánh,National Day,2029,2029-09-02,Chủ Nhật,solar,,co,bien-tap va tinh-toan,
quoc-khanh-2030,Quốc khánh,National Day,2030,2030-09-02,thứ Hai,solar,,co,bien-tap va tinh-toan,
quoc-te-lao-dong-2026,Ngày Quốc tế Lao động,International Labor Day,2026,2026-05-01,thứ Sáu,solar,,co,bien-tap va tinh-toan,
quoc-te-lao-dong-2027,Ngày Quốc tế Lao động,International Labor Day,2027,2027-05-01,thứ Bảy,solar,,co,bien-tap va tinh-toan,
quoc-te-lao-dong-2028,Ngày Quốc tế Lao động,International Labor Day,2028,2028-05-01,thứ Hai,solar,,co,bien-tap va tinh-toan,
quoc-te-lao-dong-2029,Ngày Quốc tế Lao động,International Labor Day,2029,2029-05-01,thứ Ba,solar,,co,bien-tap va tinh-toan,
quoc-te-lao-dong-2030,Ngày Quốc tế Lao động,International Labor Day,2030,2030-05-01,thứ Tư,solar,,co,bien-tap va tinh-toan,
ram-thang-gieng-2026,Rằm tháng Giêng (Tết Nguyên Tiêu),First Full Moon Festival (Tết Nguyên Tiêu),2026,2026-03-03,thứ Ba,lunar,15/1,khong,bien-tap va tinh-toan,
ram-thang-gieng-2027,Rằm tháng Giêng (Tết Nguyên Tiêu),First Full Moon Festival (Tết Nguyên Tiêu),2027,2027-02-20,thứ Bảy,lunar,15/1,khong,bien-tap va tinh-toan,
ram-thang-gieng-2028,Rằm tháng Giêng (Tết Nguyên Tiêu),First Full Moon Festival (Tết Nguyên Tiêu),2028,2028-02-09,thứ Tư,lunar,15/1,khong,bien-tap va tinh-toan,
ram-thang-gieng-2029,Rằm tháng Giêng (Tết Nguyên Tiêu),First Full Moon Festival (Tết Nguyên Tiêu),2029,2029-02-27,thứ Ba,lunar,15/1,khong,bien-tap va tinh-toan,
ram-thang-gieng-2030,Rằm tháng Giêng (Tết Nguyên Tiêu),First Full Moon Festival (Tết Nguyên Tiêu),2030,2030-02-16,thứ Bảy,lunar,15/1,khong,bien-tap va tinh-toan,
tet-chol-chnam-thmay-2026,Tết Chôl Chnăm Thmây,Chôl Chnăm Thmây (Khmer New Year),2026,2026-04-14,thứ Ba,solar,,khong,bien-tap va tinh-toan,
tet-chol-chnam-thmay-2027,Tết Chôl Chnăm Thmây,Chôl Chnăm Thmây (Khmer New Year),2027,2027-04-14,thứ Tư,solar,,khong,bien-tap va tinh-toan,
tet-chol-chnam-thmay-2028,Tết Chôl Chnăm Thmây,Chôl Chnăm Thmây (Khmer New Year),2028,2028-04-14,thứ Sáu,solar,,khong,bien-tap va tinh-toan,
tet-chol-chnam-thmay-2029,Tết Chôl Chnăm Thmây,Chôl Chnăm Thmây (Khmer New Year),2029,2029-04-14,thứ Bảy,solar,,khong,bien-tap va tinh-toan,
tet-chol-chnam-thmay-2030,Tết Chôl Chnăm Thmây,Chôl Chnăm Thmây (Khmer New Year),2030,2030-04-14,Chủ Nhật,solar,,khong,bien-tap va tinh-toan,
tet-doan-ngo-2026,Tết Đoan Ngọ,"Doan Ngo Festival (""Killing Summer Insects"" Day)",2026,2026-06-19,thứ Sáu,lunar,5/5,khong,bien-tap va tinh-toan,
tet-doan-ngo-2027,Tết Đoan Ngọ,"Doan Ngo Festival (""Killing Summer Insects"" Day)",2027,2027-06-09,thứ Tư,lunar,5/5,khong,bien-tap va tinh-toan,
tet-doan-ngo-2028,Tết Đoan Ngọ,"Doan Ngo Festival (""Killing Summer Insects"" Day)",2028,2028-05-28,Chủ Nhật,lunar,5/5,khong,bien-tap va tinh-toan,
tet-doan-ngo-2029,Tết Đoan Ngọ,"Doan Ngo Festival (""Killing Summer Insects"" Day)",2029,2029-06-16,thứ Bảy,lunar,5/5,khong,bien-tap va tinh-toan,
tet-doan-ngo-2030,Tết Đoan Ngọ,"Doan Ngo Festival (""Killing Summer Insects"" Day)",2030,2030-06-05,thứ Tư,lunar,5/5,khong,bien-tap va tinh-toan,
tet-duong-lich-2026,Tết Dương Lịch,New Year's Day,2026,2026-01-01,thứ Năm,solar,,co,bien-tap va tinh-toan,
tet-duong-lich-2027,Tết Dương Lịch,New Year's Day,2027,2027-01-01,thứ Sáu,solar,,co,bien-tap va tinh-toan,
tet-duong-lich-2028,Tết Dương Lịch,New Year's Day,2028,2028-01-01,thứ Bảy,solar,,co,bien-tap va tinh-toan,
tet-duong-lich-2029,Tết Dương Lịch,New Year's Day,2029,2029-01-01,thứ Hai,solar,,co,bien-tap va tinh-toan,
tet-duong-lich-2030,Tết Dương Lịch,New Year's Day,2030,2030-01-01,thứ Ba,solar,,co,bien-tap va tinh-toan,
tet-han-thuc-2026,Tết Hàn Thực,Cold Food Festival (Tết Hàn Thực),2026,2026-04-19,Chủ Nhật,lunar,3/3,khong,bien-tap va tinh-toan,
tet-han-thuc-2027,Tết Hàn Thực,Cold Food Festival (Tết Hàn Thực),2027,2027-04-09,thứ Sáu,lunar,3/3,khong,bien-tap va tinh-toan,
tet-han-thuc-2028,Tết Hàn Thực,Cold Food Festival (Tết Hàn Thực),2028,2028-03-28,thứ Ba,lunar,3/3,khong,bien-tap va tinh-toan,
tet-han-thuc-2029,Tết Hàn Thực,Cold Food Festival (Tết Hàn Thực),2029,2029-04-16,thứ Hai,lunar,3/3,khong,bien-tap va tinh-toan,
tet-han-thuc-2030,Tết Hàn Thực,Cold Food Festival (Tết Hàn Thực),2030,2030-04-05,thứ Sáu,lunar,3/3,khong,bien-tap va tinh-toan,
tet-nguyen-dan-2026,Tết Nguyên Đán,Lunar New Year (Tết),2026,2026-02-17,thứ Ba,lunar,1/1,co,bien-tap va tinh-toan,
tet-nguyen-dan-2027,Tết Nguyên Đán,Lunar New Year (Tết),2027,2027-02-06,thứ Bảy,lunar,1/1,co,bien-tap va tinh-toan,
tet-nguyen-dan-2028,Tết Nguyên Đán,Lunar New Year (Tết),2028,2028-01-26,thứ Tư,lunar,1/1,co,bien-tap va tinh-toan,
tet-nguyen-dan-2029,Tết Nguyên Đán,Lunar New Year (Tết),2029,2029-02-13,thứ Ba,lunar,1/1,co,bien-tap va tinh-toan,
tet-nguyen-dan-2030,Tết Nguyên Đán,Lunar New Year (Tết),2030,2030-02-02,thứ Bảy,lunar,1/1,co,bien-tap va tinh-toan,
tet-ong-cong-ong-tao-2026,Tết ông Công ông Táo,Kitchen God Send-off Day,2026,2027-01-30,thứ Bảy,lunar,23/12,khong,bien-tap va tinh-toan,
tet-ong-cong-ong-tao-2027,Tết ông Công ông Táo,Kitchen God Send-off Day,2027,2028-01-19,thứ Tư,lunar,23/12,khong,bien-tap va tinh-toan,
tet-ong-cong-ong-tao-2028,Tết ông Công ông Táo,Kitchen God Send-off Day,2028,2029-02-06,thứ Ba,lunar,23/12,khong,bien-tap va tinh-toan,
tet-ong-cong-ong-tao-2029,Tết ông Công ông Táo,Kitchen God Send-off Day,2029,2030-01-26,thứ Bảy,lunar,23/12,khong,bien-tap va tinh-toan,
tet-ong-cong-ong-tao-2030,Tết ông Công ông Táo,Kitchen God Send-off Day,2030,2031-01-16,thứ Năm,lunar,23/12,khong,bien-tap va tinh-toan,
tet-trung-thu-2026,Tết Trung Thu,Mid-Autumn Festival,2026,2026-09-25,thứ Sáu,lunar,15/8,khong,bien-tap va tinh-toan,
tet-trung-thu-2027,Tết Trung Thu,Mid-Autumn Festival,2027,2027-09-15,thứ Tư,lunar,15/8,khong,bien-tap va tinh-toan,
tet-trung-thu-2028,Tết Trung Thu,Mid-Autumn Festival,2028,2028-10-03,thứ Ba,lunar,15/8,khong,bien-tap va tinh-toan,
tet-trung-thu-2029,Tết Trung Thu,Mid-Autumn Festival,2029,2029-09-22,thứ Bảy,lunar,15/8,khong,bien-tap va tinh-toan,
tet-trung-thu-2030,Tết Trung Thu,Mid-Autumn Festival,2030,2030-09-12,thứ Năm,lunar,15/8,khong,bien-tap va tinh-toan,
